Trajectory Recorded at ,Thu Oct 29 17:15:06 2020,Duration: 13.6052s

Time Stamp,Time Stamp,Position,Position,Position,Position,Position,Position,Velocity,Velocity,Velocity,Velocity,Velocity,Velocity
seconds,nseconds,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,
0,0,0.0291852,-0.869636,-1.91934,0.00012207,-0.00293493,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291871,-0.869635,-1.91934,0.00012207,-0.00293541,8.9407e-05,0,0,0,0,0,0,
0,0,0.029189,-0.869634,-1.91934,0.00012207,-0.00293589,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291909,-0.869634,-1.91934,0.00012207,-0.00293636,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291928,-0.869633,-1.91934,0.00012207,-0.00293684,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291947,-0.869633,-1.91934,0.00012207,-0.00293732,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291966,-0.869633,-1.91934,0.00012207,-0.00293779,8.9407e-05,0,0,0,0,0,0,
0,0,0.0291985,-0.869632,-1.91934,0.00012207,-0.00293827,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292004,-0.869631,-1.91934,0.00012207,-0.00293875,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292023,-0.869631,-1.91934,0.000121832,-0.00293922,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292042,-0.869631,-1.91934,0.000121832,-0.0029397,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292061,-0.86963,-1.91934,0.000121832,-0.00294018,8.9407e-05,0,0,0,0,0,0,
0,0,0.029208,-0.869629,-1.91934,0.000121593,-0.00294065,8.9407e-05,0,0,0,0,0,0,
0,0,0.02921,-0.869629,-1.91934,0.000121593,-0.00294113,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292119,-0.869628,-1.91934,0.000121593,-0.00294161,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292138,-0.869628,-1.91934,0.000121593,-0.00294209,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292157,-0.869627,-1.91934,0.000121832,-0.00294256,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292176,-0.869627,-1.91934,0.000121832,-0.00294304,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292195,-0.869626,-1.91934,0.000121832,-0.00294352,8.9407e-05,0,0,0,0,0,0,
0,0,0.0292214,-0.869626,-1.91934,0.00012207,-0.00294399,8.9407e-05,0,0,0,0,0,0,
