Trajectory Recorded at ,Wed Oct 28 16:23:25 2020,Duration: 8.45258s

Time Stamp,Time Stamp,Position,Position,Position,Position,Position,Position,Velocity,Velocity,Velocity,Velocity,Velocity,Velocity
seconds,nseconds,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,
1603898605,241605036,-1.70968,-1.5697,0.936989,0.0455014,1.55221,0.628386,-0,0,-0,0,0,0,
1603898605,243524792,-1.70967,-1.56973,0.936977,0.0455014,1.55223,0.628374,-0,0,-0,0,0,0,
1603898605,245498247,-1.70968,-1.56975,0.936953,0.0454776,1.55224,0.628446,-0,0,-0,0,0,0,
1603898605,247497761,-1.70967,-1.56971,0.936977,0.0454895,1.55219,0.628362,-0,0,-0,0,0,0,
1603898605,249504464,-1.70971,-1.56973,0.936953,0.0454895,1.55223,0.62835,-0,0,-0,0,0,0,
1603898605,251499808,-1.70967,-1.5697,0.936953,0.0454895,1.55218,0.628398,-0,0,-0,0,0,0,
1603898605,253496866,-1.70968,-1.56975,0.936953,0.0454776,1.55224,0.628374,-0,0,-0,0,0,0,
1603898605,255498805,-1.70968,-1.5698,0.936977,0.0454895,1.55221,0.628398,-0,0,-0,0,0,0,
1603898605,257504363,-1.70967,-1.56969,0.936965,0.0454656,1.55221,0.628374,-0,0,-0,0,0,0,
1603898605,259496526,-1.70967,-1.56973,0.936953,0.0454299,1.55223,0.628374,-0,0,-0,0,0,0,
1603898605,261492657,-1.70968,-1.5697,0.936977,0.0454776,1.55224,0.62841,-0,0,-0,0,0,0,
1603898605,263495755,-1.70968,-1.56975,0.936977,0.0455014,1.55223,0.62841,-0,0,-0,0,0,0,
1603898605,265499386,-1.70966,-1.56969,0.936977,0.0454299,1.55227,0.628362,-0,0,-0,0,0,0,
1603898605,267497268,-1.70968,-1.56971,0.936977,0.0454776,1.55228,0.628362,-0,0,-0,0,0,0,
1603898605,269492997,-1.7097,-1.56973,0.936953,0.0454656,1.55223,0.628386,-0,0,-0,0,0,0,
1603898605,271497423,-1.7097,-1.56973,0.936953,0.0454776,1.55223,0.628338,-0,0,-0,0,0,0,
1603898605,273495840,-1.70967,-1.56977,0.936977,0.0454656,1.55223,0.628386,-0,0,-0,0,0,0,
1603898605,275498174,-1.70968,-1.56973,0.936953,0.0455014,1.55219,0.628374,-0,0,-0,0,0,0,
1603898605,277492132,-1.70967,-1.56975,0.936965,0.0454895,1.55219,0.628398,-0,0,-0,0,0,0,
1603898605,279495273,-1.70968,-1.56969,0.936977,0.0455257,1.55223,0.628338,-0,0,-0,0,0,0,
1603898605,281499470,-1.7097,-1.56971,0.936965,0.0454895,1.55227,0.628398,-0,0,-0,0,0,0,
1603898605,283505537,-1.70967,-1.56974,0.936965,0.0455257,1.55227,0.628386,-0,0,-0,0,0,0,
1603898605,285509392,-1.7097,-1.5697,0.936953,0.0454776,1.55222,0.628374,-0,0,-0,0,0,0,
1603898605,287522886,-1.70968,-1.56973,0.936989,0.0454776,1.55225,0.628398,-0,0,-0,0,0,0,
1603898605,289523937,-1.7097,-1.5697,0.936965,0.0454656,1.55222,0.628422,-0,0,-0,0,0,0,
1603898605,291503398,-1.70967,-1.56973,0.936977,0.0454895,1.55221,0.628374,-0,0,-0,0,0,0,
1603898605,293510621,-1.70968,-1.56971,0.936989,0.0454895,1.55222,0.628398,-0,0,-0,0,0,0,
1603898605,295502281,-1.70968,-1.56974,0.936989,0.0454656,1.55221,0.628338,-0,0,-0,0,0,0,
1603898605,297510732,-1.70966,-1.56975,0.936953,0.0455133,1.55224,0.628374,-0,0,-0,0,0,0,
1603898605,299512707,-1.7097,-1.56973,0.936965,0.0455376,1.55225,0.628362,-0,0,-0,0,0,0,
1603898605,301521688,-1.7097,-1.56974,0.937001,0.0455133,1.55224,0.628434,-0,0,-0,0,0,0,
1603898605,303516417,-1.7097,-1.56969,0.936929,0.0454776,1.55224,0.62841,-0,0,-0,0,0,0,
1603898605,305520026,-1.70967,-1.5697,0.936965,0.0454776,1.55222,0.628446,-0,0,-0,0,0,0,
1603898605,307514135,-1.70971,-1.56974,0.937001,0.0455014,1.55223,0.628422,-0,0,-0,0,0,0,
1603898605,309547489,-1.70968,-1.56975,0.936977,0.0455133,1.55227,0.628374,-0,0,-0,0,0,0,
1603898605,311547445,-1.70967,-1.5697,0.936977,0.0455133,1.55222,0.628386,-0,0,-0,0,0,0,
1603898605,313514704,-1.70967,-1.56969,0.936965,0.0454537,1.55222,0.628374,-0,0,-0,0,0,0,
1603898605,315499599,-1.7097,-1.56968,0.936953,0.0454656,1.55223,0.62841,-0,0,-0,0,0,0,
1603898605,317501337,-1.70967,-1.56973,0.936953,0.0454776,1.55221,0.62835,-0,0,-0,0,0,0,
1603898605,319492913,-1.70967,-1.56971,0.936929,0.0454776,1.55227,0.628386,-0,0,-0,0,0,0,
1603898605,321501167,-1.70968,-1.56969,0.936941,0.0454776,1.55228,0.628446,-0,0,-0,0,0,0,
1603898605,323509669,-1.7097,-1.56975,0.936953,0.0454895,1.55222,0.628386,-0,0,-0,0,0,0,
1603898605,325509421,-1.70967,-1.56968,0.936953,0.0454537,1.55221,0.62841,-0,0,-0,0,0,0,
1603898605,327519068,-1.70967,-1.5697,0.936965,0.0455133,1.55224,0.628398,-0,0,-0,0,0,0,
1603898605,329501461,-1.70968,-1.56969,0.936989,0.0455257,1.55227,0.628374,-0,0,-0,0,0,0,
1603898605,331500159,-1.70972,-1.56973,0.936977,0.0454895,1.55221,0.628362,-0,0,-0,0,0,0,
1603898605,333494285,-1.7097,-1.56971,0.936965,0.0454776,1.55221,0.628362,-0,0,-0,0,0,0,
1603898605,335505194,-1.7097,-1.56968,0.936965,0.0454656,1.55225,0.628386,-0,0,-0,0,0,0,
1603898605,337552775,-1.70966,-1.56974,0.936977,0.0455376,1.55228,0.628374,-0,0,-0,0,0,0,
1603898605,339570536,-1.7097,-1.56974,0.936965,0.0454776,1.55224,0.628386,-0,0,-0,0,0,0,
1603898605,341570608,-1.70966,-1.56973,0.936989,0.0454537,1.55217,0.62841,-0,0,-0,0,0,0,
1603898605,343502590,-1.70968,-1.56973,0.936965,0.0454895,1.55223,0.62835,-0,0,-0,0,0,0,
1603898605,345515378,-1.70971,-1.56974,0.936977,0.0454895,1.55222,0.628374,-0,0,-0,0,0,0,
1603898605,347508055,-1.70967,-1.56976,0.936953,0.0454537,1.55222,0.628362,-0,0,-0,0,0,0,
1603898605,349493098,-1.70966,-1.56975,0.936977,0.0454656,1.55227,0.628386,-0,0,-0,0,0,0,
1603898605,351498395,-1.70968,-1.56977,0.937001,0.0454656,1.55224,0.628422,-0,0,-0,0,0,0,
1603898605,353499491,-1.70967,-1.56971,0.936977,0.0454895,1.55221,0.62841,-0,0,-0,0,0,0,
