Trajectory Recorded at ,Fri Dec 18 17:07:18 2020,Duration: 62.1581s

Time Stamp,Time Stamp,Position,Position,Position,Position,Position,Position,Velocity,Velocity,Velocity,Velocity,Velocity,Velocity,Extra Data,Extra Data
seconds,nseconds,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,name,value
1608307639,93335752,0.964422,-1.78791,-1.63458,0.300014,1.63287,0.157775,0,-0,-0,0,0,0,,0
1608307639,95338326,0.964398,-1.78795,-1.6346,0.300038,1.63282,0.157763,0,-0,-0,0,0,0,,0
1608307639,97334729,0.964446,-1.78791,-1.63458,0.300002,1.63286,0.157751,0,-0,-0,0,0,0,,0
1608307639,99330859,0.964422,-1.78792,-1.6346,0.300026,1.63287,0.157763,0,-0,-0,0,0,0,,0
1608307639,101319385,0.96447,-1.78794,-1.63462,0.299978,1.63284,0.157751,0,-0,-0,0,0,0,,0
1608307639,103322508,0.964422,-1.78798,-1.63458,0.300002,1.63287,0.157763,0,-0,-0,0,0,0,,0
1608307639,105326306,0.964434,-1.78794,-1.63458,0.300014,1.63284,0.157775,0,-0,-0,0,0,0,,0
1608307639,107326230,0.96441,-1.78789,-1.6346,0.300014,1.63288,0.157775,0,-0,-0,0,0,0,,0
1608307639,109313519,0.964398,-1.78796,-1.63462,0.300038,1.63286,0.157739,0,-0,-0,0,0,0,,0
1608307639,111315804,0.964386,-1.78791,-1.63459,0.300002,1.63284,0.157751,0,-0,-0,0,0,0,,0
1608307639,113323298,0.964434,-1.78789,-1.63458,0.300002,1.63288,0.157763,0,-0,-0,0,0,0,,0
1608307639,115327771,0.964434,-1.78795,-1.63459,0.300026,1.63286,0.157715,0,-0,-0,0,0,0,,0
1608307639,117323776,0.964434,-1.78792,-1.6346,0.300038,1.63287,0.157739,0,-0,-0,0,0,0,,0
1608307639,119320414,0.964386,-1.78792,-1.63459,0.300002,1.6329,0.157787,0,-0,-0,0,0,0,,0
1608307639,121318590,0.964422,-1.78793,-1.6346,0.29999,1.63284,0.157823,0,-0,-0,0,0,0,,0
1608307639,123319238,0.964458,-1.78788,-1.6346,0.299966,1.63283,0.157751,0,-0,-0,0,0,0,,0
1608307639,125325506,0.964422,-1.78789,-1.63459,0.300002,1.63286,0.157787,0,-0,-0,0,0,0,,0
1608307639,127345412,0.964434,-1.78795,-1.63458,0.29999,1.63282,0.157775,0,-0,-0,0,0,0,,0
1608307639,129314851,0.96441,-1.78792,-1.63458,0.300014,1.63283,0.157715,0,-0,-0,0,0,0,,0
1608307639,131349794,0.964458,-1.78789,-1.63459,0.300026,1.63286,0.157775,0,-0,-0,0,0,0,,0
1608307639,133333906,0.964422,-1.78792,-1.63462,0.300014,1.63288,0.157751,0,-0,-0,0,0,0,,0
1608307639,135332488,0.964446,-1.78791,-1.6346,0.299978,1.63283,0.157739,0,-0,-0,0,0,0,,0
1608307639,137324454,0.96441,-1.78789,-1.63458,0.300038,1.63288,0.157751,0,-0,-0,0,0,0,,0
1608307639,139319615,0.964386,-1.78793,-1.63459,0.300002,1.63286,0.157739,0,-0,-0,0,0,0,,0
1608307639,141322498,0.964422,-1.78791,-1.6346,0.300026,1.63287,0.157739,0,-0,-0,0,0,0,,0
1608307639,143319429,0.964434,-1.78793,-1.63463,0.300026,1.63287,0.157739,0,-0,-0,0,0,0,,0
1608307639,145315192,0.964458,-1.78793,-1.63459,0.300014,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,147348703,0.964422,-1.78791,-1.6346,0.300002,1.63286,0.157775,0,-0,-0,0,0,0,,0
1608307639,149354290,0.964398,-1.78792,-1.6346,0.300038,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,151408691,0.964422,-1.78793,-1.6346,0.300026,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,153375074,0.96441,-1.78795,-1.6346,0.300026,1.63282,0.157739,0,-0,-0,0,0,0,,0
1608307639,155351525,0.964446,-1.78794,-1.63458,0.300002,1.63284,0.157751,0,-0,-0,0,0,0,,0
1608307639,157342617,0.964458,-1.78794,-1.63459,0.300002,1.63284,0.157751,0,-0,-0,0,0,0,,0
1608307639,159365718,0.964434,-1.78792,-1.63459,0.300002,1.63289,0.157763,0,-0,-0,0,0,0,,0
1608307639,161329572,0.964422,-1.78792,-1.63459,0.300014,1.63281,0.157775,0,-0,-0,0,0,0,,0
1608307639,163397306,0.964458,-1.78792,-1.63457,0.299966,1.63282,0.157763,0,-0,-0,0,0,0,,0
1608307639,165347220,0.964386,-1.78792,-1.63459,0.300002,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,167432190,0.964446,-1.78795,-1.6346,0.300038,1.63286,0.157775,0,-0,-0,0,0,0,,0
1608307639,169335239,0.964458,-1.78796,-1.63459,0.299978,1.63288,0.157739,0,-0,-0,0,0,0,,0
1608307639,171338922,0.964422,-1.78792,-1.63459,0.300038,1.63287,0.157775,0,-0,-0,0,0,0,,0
1608307639,173339343,0.964446,-1.78793,-1.63457,0.300026,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,175359838,0.964422,-1.78791,-1.6346,0.300002,1.63284,0.157787,0,-0,-0,0,0,0,,0
1608307639,177344757,0.964434,-1.78793,-1.63459,0.300002,1.63284,0.157775,0,-0,-0,0,0,0,,0
1608307639,179327521,0.964434,-1.78791,-1.63458,0.29999,1.63282,0.157763,0,-0,-0,0,0,0,,0
